;Time;Number_of_Casualties;Day_of_Week;Road_Type;Speed_limit;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Urban_or_Rural_Area;Vehicle_Type;Did_Police_Officer_Attend_Scene_of_Accident;Junction_Detail;Number_of_Vehicles;Accident_Severity;Unnamed: 14;Accident_Date
3169;Noche;-1;Día laboral;2;30.0;4;2;2;1;bike;1;1;1;2;;17/09/2022 1:54
3170;Noche;-1;Fin de semana;3;30.0;1;1;1;1;bike;1;3;1;3;;10/11/2022 5:44
3171;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;2;1;3;;23/09/2022 20:20
3172;Noche;-1;Fin de semana;6;30.0;4;2;2;1;bike;2;6;1;3;;2/10/2022 5:20
3173;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/05/2023 0:37
3174;Noche;-1;Día laboral;6;30.0;1;2;2;1;bike;1;6;1;3;;15/02/2023 1:58
3175;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;6;1;3;;29/01/2023 22:20
3176;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;27/02/2023 13:46
3177;Noche;-1;Día laboral;2;30.0;4;1;1;1;bike;1;3;1;2;;29/09/2022 4:15
3178;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/08/2022 5:43
3179;Noche;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;4/03/2023 4:31
3180;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;3/06/2022 23:28
3181;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;2;3;1;3;;10/10/2022 10:00
3182;Noche;-2;Día laboral;6;30.0;4;2;2;1;bike;1;3;1;3;;28/05/2023 8:10
3183;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;18/03/2023 18:32
3184;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;28/12/2022 18:05
3185;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;23/07/2022 0:01
3186;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;5/04/2023 0:48
3187;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;12/10/2022 4:56
3188;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;14/09/2022 1:40
3189;Mañana;-1;Día laboral;6;60.0;1;4;4;2;bike;1;0;1;3;;1/02/2023 22:37
3190;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;3;1;2;;26/09/2022 17:57
3191;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;15/11/2022 1:26
3192;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;2;;29/09/2022 8:07
3193;Noche;-2;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;2;;11/10/2022 6:17
3194;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;13/08/2022 1:20
3195;Mañana;-1;Día laboral;2;30.0;1;2;2;1;bike;1;9;1;2;;27/06/2022 6:56
3196;Mañana;-1;Día laboral;3;30.0;1;1;1;2;bike;1;0;1;2;;17/06/2022 10:58
3197;Tarde;-1;Fin de semana;2;20.0;1;2;2;1;bike;1;3;1;2;;6/11/2022 15:20
3198;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;27/03/2023 23:09
3199;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;24/08/2022 13:56
3200;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;3;1;2;;20/05/2023 21:33
3201;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;2;;24/02/2023 19:36
3202;Tarde;-1;Fin de semana;1;40.0;1;1;1;2;bike;1;1;1;3;;27/09/2022 6:09
3203;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;25/02/2023 13:57
3204;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;30/07/2022 10:06
3205;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;30/01/2023 20:52
3206;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;5/06/2022 5:23
3207;Tarde;-1;Día laboral;6;20.0;1;1;1;1;bike;1;9;1;3;;6/05/2023 3:15
3208;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;21/04/2023 7:48
3209;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;14/03/2023 10:35
3210;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;20/06/2022 11:54
3211;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;30/11/2022 19:30
3212;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;13/09/2022 22:27
3213;Tarde;-1;Fin de semana;3;60.0;1;1;1;2;bike;1;0;1;2;;16/07/2022 5:24
3214;Tarde;-1;Fin de semana;3;30.0;1;2;2;1;bike;1;6;1;3;;8/12/2022 22:22
3215;Noche;-1;Día laboral;3;30.0;4;1;1;1;bike;2;0;1;3;;14/09/2022 8:46
3216;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;24/07/2022 2:48
3217;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;1;;3/06/2022 4:48
3218;Noche;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;3;;28/12/2022 4:45
3219;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;15/01/2023 5:03
3220;Tarde;-1;Fin de semana;6;50.0;1;1;1;2;bike;1;0;1;2;;4/01/2023 21:44
3221;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;2;0;1;3;;22/08/2022 21:22
3222;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;18/07/2022 7:48
3223;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;11/10/2022 20:14
3224;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;24/12/2022 7:39
3225;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;6;1;2;;19/08/2022 7:35
3226;Tarde;-1;Día laboral;6;50.0;1;1;1;2;bike;1;0;1;2;;24/12/2022 19:15
3227;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;17/05/2023 0:34
3228;Noche;-1;Día laboral;3;40.0;4;1;1;1;bike;1;0;1;2;;21/05/2023 22:12
3229;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;29/08/2022 6:05
3230;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;24/09/2022 3:53
3231;Mañana;-1;Fin de semana;6;60.0;1;4;4;1;bike;1;1;1;3;;10/01/2023 10:21
3232;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;18/12/2022 7:59
3233;Mañana;-1;Día laboral;9;30.0;1;2;2;2;bike;2;0;1;3;;24/03/2023 16:40
3234;Mañana;-1;Día laboral;6;60.0;1;4;4;2;bike;1;0;1;3;;19/04/2023 18:41
3235;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;2;0;1;2;;5/05/2023 7:11
3236;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;3;;26/05/2022 18:33
3237;Noche;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;3;1;3;;26/02/2023 7:50
3238;Noche;-1;Día laboral;6;60.0;6;1;1;2;bike;1;0;1;2;;19/09/2022 8:24
3239;Noche;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;26/09/2022 2:51
3240;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;25/08/2022 14:57
3241;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;3;;2/01/2023 5:29
3242;Mañana;-1;Fin de semana;6;60.0;1;1;1;2;bike;2;0;1;2;;23/11/2022 10:24
3243;Noche;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;10/08/2022 9:38
3244;Tarde;-1;Fin de semana;6;60.0;1;2;2;2;bike;1;0;1;2;;29/07/2022 15:39
3245;Mañana;-2;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;2;;15/10/2022 18:53
3246;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;3;;16/08/2022 8:03
3247;Tarde;-2;Fin de semana;6;60.0;1;1;1;2;bike;1;3;1;3;;24/04/2023 15:31
3248;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;3;;2/02/2023 5:31
3249;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;3;;8/09/2022 0:38
3250;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;26/07/2022 10:13
3251;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;2;;15/09/2022 1:17
3252;Mañana;-1;Día laboral;3;70.0;1;1;1;2;bike;1;0;1;3;;16/05/2023 1:15
3253;Noche;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;1;;9/08/2022 16:26
3254;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;30/08/2022 16:36
3255;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;3;1;3;;26/01/2023 14:27
3256;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;3;;17/10/2022 7:29
3257;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;3;;18/05/2022 5:27
3258;Tarde;-1;Fin de semana;6;60.0;1;2;2;2;bike;2;0;1;2;;12/07/2022 17:05
3259;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;12/02/2023 2:21
3260;Tarde;-1;Día laboral;6;40.0;1;1;1;1;bike;1;0;1;3;;30/03/2023 8:43
3261;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;2/08/2022 9:47
3262;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;26/06/2022 2:03
3263;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;4/04/2023 16:04
3264;Noche;-1;Día laboral;3;30.0;4;1;1;1;bike;1;6;1;3;;30/07/2022 0:03
3265;Tarde;-1;Fin de semana;6;50.0;1;1;1;2;bike;1;0;1;2;;7/06/2022 10:40
3266;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;27/04/2023 2:15
3267;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;11/02/2023 14:23
3268;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;1;3;1;3;;12/06/2022 18:40
3269;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;4/01/2023 8:16
3270;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;24/01/2023 1:48
3271;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;9;1;2;;29/10/2022 10:22
3272;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;3;1;3;;27/10/2022 16:31
3273;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;14/05/2022 2:05
3274;Noche;-1;Día laboral;6;30.0;7;1;1;1;bike;1;0;1;3;;23/05/2023 4:25
3275;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;2;;6/05/2022 3:46
3276;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;3/10/2022 6:43
3277;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;31/08/2022 7:03
3278;Tarde;-1;Fin de semana;6;60.0;1;2;2;2;bike;1;3;1;1;;26/01/2023 23:44
3279;Noche;-1;Día laboral;6;50.0;1;1;1;2;bike;1;0;1;3;;2/04/2023 23:45
3280;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;1/02/2023 18:29
3281;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;25/08/2022 12:23
3282;Noche;-1;Día laboral;6;20.0;4;1;1;1;bike;2;1;1;3;;14/07/2022 4:58
3283;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;2;;26/02/2023 21:49
3284;Mañana;-2;Día laboral;3;30.0;1;1;1;1;bike;2;8;1;3;;13/08/2022 17:33
3285;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;15/10/2022 7:17
3286;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;2;0;1;3;;26/07/2022 10:14
3287;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;8/02/2023 15:06
3288;Tarde;-1;Fin de semana;6;50.0;1;1;1;2;bike;1;0;1;3;;1/02/2023 17:18
3289;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;1;1;3;;12/02/2023 16:12
3290;Tarde;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;9/06/2022 17:10
3291;Mañana;-1;Día laboral;6;50.0;1;1;1;2;bike;1;0;1;2;;4/06/2022 21:38
3292;Noche;-1;Fin de semana;6;40.0;1;1;1;2;bike;1;0;1;1;;12/12/2022 5:57
3293;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;13/11/2022 15:58
3294;Tarde;-2;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;14/04/2023 18:52
3295;Mañana;-1;Fin de semana;6;40.0;1;1;1;2;bike;2;0;1;2;;1/01/2023 17:18
3296;Tarde;-1;Fin de semana;3;70.0;1;1;1;2;bike;1;0;1;3;;22/12/2022 4:25
3297;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;26/08/2022 6:11
3298;Noche;-1;Fin de semana;6;50.0;4;2;2;1;bike;1;0;1;2;;5/09/2022 21:29
3299;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;2;3;1;2;;1/09/2022 9:02
3300;Noche;-1;Día laboral;6;60.0;4;1;1;2;bike;1;0;1;2;;15/12/2022 1:42
3301;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;17/08/2022 15:56
3302;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;20/12/2022 8:46
3303;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;25/11/2022 23:40
3304;Tarde;-1;Día laboral;3;40.0;4;2;2;1;bike;2;0;1;3;;15/11/2022 22:00
3305;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;8/06/2022 15:04
3306;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;4/02/2023 15:37
3307;Tarde;-1;Día laboral;1;30.0;1;1;1;1;bike;2;1;1;3;;6/06/2022 22:36
3308;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;26/07/2022 3:23
3309;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;11/01/2023 19:42
3310;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;14/05/2022 6:18
3311;Mañana;-2;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;2;;10/02/2023 8:49
3312;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;22/07/2022 15:31
3313;Tarde;-1;Día laboral;6;40.0;1;1;1;1;bike;1;0;1;3;;19/12/2022 12:44
3314;Noche;-1;Día laboral;6;60.0;7;;66;2;bike;1;3;1;3;;16/09/2022 8:01
3315;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;2/12/2022 15:43
3316;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;14/05/2023 23:05
3317;Noche;-1;Fin de semana;6;30.0;5;1;1;2;bike;2;0;1;3;;13/12/2022 19:41
3318;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;4/03/2023 16:40
3319;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;15/05/2022 16:35
3320;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;17/06/2022 6:41
3321;Tarde;-1;Día laboral;2;20.0;1;1;1;1;bike;2;0;1;2;;30/11/2022 6:28
3322;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;2;;22/11/2022 22:35
3323;Mañana;-1;Día laboral;1;20.0;1;1;1;1;bike;1;1;1;2;;17/05/2022 16:15
3324;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;2;3;1;3;;10/05/2022 7:07
3325;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;20/07/2022 6:36
3326;Mañana;-1;Fin de semana;2;30.0;1;1;1;1;bike;1;0;1;3;;23/05/2023 1:21
3327;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;5/05/2022 14:15
3328;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;25/04/2023 11:52
3329;Mañana;-1;Fin de semana;2;30.0;1;1;1;1;bike;2;0;1;3;;27/02/2023 2:04
3330;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;16/12/2022 23:05
3331;Mañana;-1;Fin de semana;6;40.0;1;1;1;2;bike;1;0;1;2;;19/11/2022 21:06
3332;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;23/05/2023 4:56
3333;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;18/05/2023 23:17
3334;Noche;-1;Día laboral;6;20.0;1;1;1;1;bike;2;3;1;2;;29/09/2022 6:16
3335;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;29/05/2023 7:22
3336;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;1/12/2022 17:58
3337;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;15/10/2022 10:14
3338;Noche;-1;Día laboral;3;50.0;4;1;1;2;bike;1;0;1;1;;24/02/2023 13:26
3339;Tarde;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;19/03/2023 16:36
3340;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;1;0;1;2;;24/10/2022 1:43
3341;maniana;-1;Día laboral;6;60.0;1;2;2;2;bike;2;0;1;3;;17/02/2023 7:55
3342;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;2;6;1;2;;12/07/2022 0:56
3343;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;1;;11/06/2022 16:38
3344;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;13/05/2023 20:25
3345;Noche;-1;Día laboral;3;40.0;1;1;1;1;bike;1;1;1;3;;10/09/2022 16:04
3346;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;5/02/2023 1:35
3347;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;16/10/2022 9:53
3348;Noche;-1;Día laboral;3;40.0;1;1;1;1;bike;1;0;1;3;;26/10/2022 3:27
3349;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;15/12/2022 0:50
3350;Mañana;-1;Día laboral;6;30.0;1;4;4;2;bike;1;0;1;3;;20/08/2022 10:28
3351;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;8/09/2022 22:53
3352;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;1/01/2023 6:18
3353;Noche;-1;Día laboral;6;40.0;1;1;1;1;bike;1;3;1;3;;13/06/2022 5:24
3354;Tarde;-1;Día laboral;6;20.0;1;1;1;1;bike;2;6;1;2;;19/05/2022 0:34
3355;Noche;-1;Fin de semana;6;30.0;4;4;4;1;bike;2;3;1;2;;28/11/2022 2:24
3356;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;27/07/2022 6:14
3357;Tarde;-2;Día laboral;6;20.0;1;1;1;1;bike;1;0;1;2;;12/09/2022 22:08
3358;Mañana;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;1/08/2022 10:58
3359;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;16/05/2022 10:31
3360;Mañana;-1;Día laboral;6;30.0;4;2;2;1;bike;2;3;1;3;;5/08/2022 20:53
3361;Mañana;-1;Día laboral;6;40.0;1;1;1;2;bike;1;0;1;2;;17/07/2022 17:26
3362;Mañana;-1;Fin de semana;6;30.0;1;2;2;1;bike;2;0;1;3;;4/07/2022 23:31
3363;Tarde;-1;Día laboral;1;30.0;1;2;2;1;bike;1;1;1;3;;20/04/2023 23:57
3364;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;2;6;1;2;;22/08/2022 16:25
3365;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;2;0;1;2;;30/04/2023 14:41
3366;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;3;;21/11/2022 10:05
3367;Noche;-1;Fin de semana;6;30.0;6;1;1;2;bike;1;3;1;2;;25/01/2023 11:31
3368;Mañana;-1;Día laboral;6;30.0;1;4;4;1;bike;1;0;1;3;;1/02/2023 23:18
3369;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;14/05/2023 6:18
3370;Mañana;-1;Día laboral;6;40.0;1;1;1;1;bike;2;0;1;3;;27/08/2022 15:39
3371;Tarde;-1;Día laboral;6;60.0;1;2;2;2;bike;1;3;1;1;;29/09/2022 15:43
3372;Mañana;-1;Día laboral;6;60.0;6;4;4;2;bike;1;0;1;3;;12/12/2022 15:08
3373;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;3/06/2022 14:09
3374;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;11/01/2023 12:35
3375;Tarde;-1;Fin de semana;6;30.0;1;2;2;1;bike;1;0;1;2;;16/02/2023 20:27
3376;Noche;-1;Día laboral;6;60.0;6;1;1;2;bike;1;8;1;2;;31/07/2022 4:16
3377;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;26/09/2022 12:56
3378;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;2;;23/01/2023 0:06
3379;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;25/09/2022 0:59
3380;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;8;1;3;;18/05/2023 9:04
3381;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;14/04/2023 1:40
3382;Tarde;-1;Día laboral;6;40.0;1;1;1;2;bike;2;0;1;2;;21/01/2023 22:20
3383;Tarde;-1;Día laboral;1;30.0;1;1;1;1;bike;1;2;1;3;;15/06/2022 18:09
3384;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;2;;7/01/2023 5:11
3385;Noche;-1;Fin de semana;6;30.0;7;1;1;1;bike;2;3;1;3;;2/05/2023 12:20
3386;Mañana;-1;Día laboral;6;30.0;1;4;4;2;bike;2;0;1;2;;16/09/2022 8:00
3387;Tarde;-1;Fin de semana;6;30.0;1;2;2;1;bike;1;0;1;3;;12/12/2022 5:49
3388;Noche;-1;Día laboral;6;40.0;4;2;2;2;bike;1;3;1;3;;17/06/2022 20:36
3389;Tarde;-1;Fin de semana;1;30.0;7;2;2;1;bike;1;1;1;2;;19/03/2023 8:02
3390;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;2;;17/12/2022 11:55
3391;Mañana;-1;Día laboral;6;50.0;1;4;4;2;bike;1;0;1;2;;11/10/2022 17:52
3392;Mañana;-1;Día laboral;1;30.0;1;1;1;1;bike;2;1;1;3;;19/06/2022 14:27
3393;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;29/01/2023 1:59
3394;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;23/04/2023 7:24
3395;Tarde;-1;Día laboral;6;60.0;1;1;1;2;bike;1;3;1;2;;30/03/2023 4:39
3396;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;17/06/2022 6:37
3397;Mañana;-1;Día laboral;6;40.0;1;1;1;2;bike;1;0;1;2;;30/05/2022 13:36
3398;Mañana;-1;Día laboral;6;40.0;1;1;1;1;bike;2;3;1;3;;15/04/2023 7:18
3399;Mañana;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;3;;21/01/2023 10:11
3400;Noche;-1;Día laboral;1;30.0;1;2;2;1;bike;1;1;1;3;;30/04/2023 10:39
3401;Tarde;-1;Día laboral;6;40.0;1;1;1;2;bike;1;8;1;3;;18/04/2023 23:06
3402;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;15/07/2022 13:21
3403;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;9/07/2022 16:36
3404;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;22/06/2022 13:09
3405;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;1;1;2;;13/09/2022 5:17
3406;Tarde;-1;Día laboral;6;40.0;1;1;1;2;bike;1;0;1;2;;23/06/2022 22:55
3407;Noche;-1;Fin de semana;3;40.0;4;1;1;2;bike;1;0;1;2;;13/01/2023 9:34
3408;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;28/02/2023 0:46
3409;Tarde;-1;Día laboral;1;30.0;1;1;1;1;bike;1;1;1;3;;6/02/2023 16:33
3410;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;20/11/2022 23:27
3411;Noche;-1;Fin de semana;6;30.0;6;1;1;2;bike;1;0;1;2;;24/05/2022 23:24
3412;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;2;;17/07/2022 15:59
3413;Tarde;-1;Día laboral;6;20.0;1;1;1;2;bike;1;0;1;2;;29/05/2022 16:37
3414;Tarde;-1;Día laboral;9;30.0;1;;66;1;bike;2;3;1;3;;10/12/2022 11:10
3415;Mañana;-1;Día laboral;6;50.0;1;1;1;2;bike;1;0;1;2;;10/11/2022 9:05
3416;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;11/06/2022 8:41
3417;Tarde;-1;Fin de semana;6;40.0;1;1;1;2;bike;1;3;1;2;;29/11/2022 2:08
3418;Tarde;-1;Día laboral;6;40.0;1;1;1;2;bike;1;0;1;3;;6/01/2023 9:08
3419;Tarde;-1;Fin de semana;6;40.0;1;1;1;1;bike;1;0;1;3;;25/10/2022 21:21
3420;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;1;9;1;3;;28/11/2022 4:43
3421;Mañana;-1;Fin de semana;3;30.0;1;1;1;1;bike;1;0;1;3;;2/09/2022 15:02
3422;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;8/01/2023 15:14
3423;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;9;1;2;;13/12/2022 22:10
3424;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;7/10/2022 1:16
